candidate_id,education_level,degree,branch,graduation_year,cgpa,skills,interests,preferred_sectors,preferred_states,preferred_cities,preferred_location_type,preferred_duration,experience_level,languages,disability_preference,rural_or_urban
CAND2026-00189,Undergraduate,BBA,Business Administration,2028,8.4,"[""MS Excel"", ""Communication"", ""Financial Analysis"", ""Digital Marketing"", ""Project Management"", ""Documentation""]","[""Finance"", ""Marketing"", ""HR""]","[""Finance"", ""Marketing"", ""HR"", ""Logistics""]","[""Odisha"", ""Rajasthan""]","[""Bhubaneswar"", ""Udaipur""]",On-site,4,No prior experience,"[""English"", ""Hindi"", ""Odia""]",No preference,Urban
CAND2026-00190,Undergraduate,B.Sc.,Agriculture,2026,5.8,"[""Agriculture"", ""Field Survey"", ""Data Collection"", ""MS Excel"", ""Community Engagement"", ""Communication""]","[""Agriculture Technology"", ""Rural Development"", ""Sustainability""]","[""Agriculture"", ""Rural Development"", ""Renewable Energy""]","[""Assam""]","[""Guwahati""]",Hybrid,6,Academic project experience,"[""English"", ""Hindi"", ""Assamese""]",No preference,Urban
CAND2026-00191,Undergraduate,B.Sc.,Data Science,2027,7.1,"[""Python"", ""SQL""]","[""Data Science"", ""Business Intelligence"", ""AI/ML""]","[""Data Science"", ""AI/ML"", ""IT""]","[""Karnataka""]","[""Bengaluru""]",On-site,2,No prior experience,"[""English"", ""Hindi"", ""Kannada""]",No preference,Rural
CAND2026-00192,Undergraduate,BCA,Computer Applications,2028,8.4,"[""Python"", ""JavaScript""]","[""Software Development"", ""IT"", ""Data Science""]","[""Software Development"", ""IT"", ""Data Science""]","[""Uttar Pradesh""]","[""Noida""]",Hybrid,3,No prior experience,"[""English"", ""Hindi""]",No preference,Rural
CAND2026-00193,Diploma,Diploma,Civil Engineering,2025,7.7,"[""AutoCAD"", ""Site Survey""]","[""Infrastructure"", ""Construction"", ""Urban Development""]","[""Infrastructure"", ""Manufacturing"", ""Renewable Energy""]","[""Bihar"", ""Gujarat""]","[""Patna"", ""Surat""]",Remote,3,Academic project experience,"[""Hindi"", ""English""]",Accessible workplace preferred,Urban
CAND2026-00194,Diploma,Diploma,Electrical Engineering,2026,8.8,"[""Electrical Safety"", ""Solar Energy"", ""Testing"", ""Troubleshooting""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Renewable Energy"", ""Electronics"", ""Telecommunications""]","[""Tripura""]","[""Agartala""]",On-site,4,No prior experience,"[""Hindi"", ""English"", ""Bengali""]",No preference,Urban
CAND2026-00195,Undergraduate,BA,Public Administration,2028,8.4,"[""MS Excel"", ""Documentation"", ""Communication"", ""Research""]","[""Government"", ""E-Governance"", ""Rural Development""]","[""Government"", ""E-Governance"", ""Rural Development""]","[""Telangana""]","[""Hyderabad""]",Hybrid,6,No prior experience,"[""Hindi"", ""English"", ""Telugu""]",No preference,Urban
CAND2026-00196,Undergraduate,BA,Social Work,2026,5.8,"[""Field Survey"", ""Community Engagement"", ""Communication"", ""Data Collection""]","[""Rural Development"", ""Education"", ""Healthcare""]","[""Rural Development"", ""Education"", ""Healthcare"", ""Government""]","[""Uttar Pradesh""]","[""Varanasi""]",On-site,2,Academic project experience,"[""Hindi"", ""English""]",No preference,Rural
CAND2026-00197,Undergraduate,B.Sc.,Nursing,2027,7.1,"[""Patient Support"", ""Documentation"", ""Communication"", ""MS Excel""]","[""Healthcare"", ""Public Health""]","[""Healthcare"", ""Government"", ""Education""]","[""Jharkhand"", ""West Bengal""]","[""Ranchi"", ""Siliguri""]",Hybrid,3,No prior experience,"[""English"", ""Hindi""]",No preference,Rural
CAND2026-00198,Undergraduate,BA,Tourism,2028,8.4,"[""Customer Service"", ""Communication"", ""Tourism Operations"", ""Content Writing"", ""MS Excel"", ""Documentation""]","[""Tourism"", ""Hospitality"", ""Marketing""]","[""Tourism"", ""Marketing"", ""Logistics""]","[""Jammu and Kashmir""]","[""Srinagar""]",Remote,3,No prior experience,"[""English"", ""Hindi"", ""Urdu""]",No preference,Urban
CAND2026-00199,Undergraduate,B.Tech,Computer Science,2026,5.8,"[""Python"", ""SQL"", ""Data Analysis"", ""Git"", ""React"", ""Machine Learning""]","[""Data Science"", ""Software Development"", ""AI/ML""]","[""IT"", ""Software Development"", ""Data Science"", ""AI/ML""]","[""Maharashtra""]","[""Nagpur""]",On-site,4,0-1 internship experience,"[""English"", ""Hindi"", ""Marathi""]",No preference,Urban
CAND2026-00200,Undergraduate,B.Tech,Information Technology,2027,7.1,"[""Python"", ""JavaScript"", ""React"", ""SQL"", ""Networking"", ""Git""]","[""Software Development"", ""Cybersecurity"", ""IT""]","[""Software Development"", ""Cybersecurity"", ""IT""]","[""Gujarat""]","[""Ahmedabad""]",Hybrid,6,No prior experience,"[""English"", ""Hindi"", ""Gujarati""]",No preference,Urban
CAND2026-00201,Undergraduate,B.Tech,Artificial Intelligence,2028,8.4,"[""Python"", ""Machine Learning""]","[""AI/ML"", ""Data Science""]","[""AI/ML"", ""Data Science"", ""Software Development""]","[""Madhya Pradesh"", ""Odisha""]","[""Indore"", ""Cuttack""]",On-site,2,No prior experience,"[""English"", ""Hindi""]",No preference,Rural
CAND2026-00202,Undergraduate,B.Tech,Mechanical Engineering,2026,5.8,"[""AutoCAD"", ""SolidWorks""]","[""Manufacturing"", ""Automobile"", ""Infrastructure""]","[""Manufacturing"", ""Automobile"", ""Infrastructure""]","[""Chandigarh""]","[""Chandigarh""]",Hybrid,3,Academic project experience,"[""English"", ""Hindi"", ""Punjabi""]",No preference,Rural
CAND2026-00203,Undergraduate,B.Tech,Automobile Engineering,2027,7.1,"[""Automobile Engineering"", ""Diagnostics""]","[""Automobile"", ""Manufacturing"", ""Renewable Energy""]","[""Automobile"", ""Manufacturing"", ""Renewable Energy""]","[""Tamil Nadu""]","[""Chennai""]",Remote,3,No prior experience,"[""English"", ""Hindi"", ""Tamil""]",No preference,Urban
CAND2026-00204,Undergraduate,B.Tech,Electronics and Communication,2028,8.4,"[""Embedded C"", ""Microcontrollers"", ""Networking"", ""PCB Design""]","[""Electronics"", ""Telecommunications"", ""IT""]","[""Electronics"", ""Telecommunications"", ""IT""]","[""West Bengal""]","[""Kolkata""]",On-site,4,No prior experience,"[""English"", ""Hindi"", ""Bengali""]",No preference,Urban
CAND2026-00205,Undergraduate,B.Tech,Electrical Engineering,2026,5.8,"[""Electrical Safety"", ""Solar Energy"", ""AutoCAD"", ""MS Excel""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Kerala"", ""Bihar""]","[""Kochi"", ""Gaya""]",Hybrid,6,Academic project experience,"[""English"", ""Hindi"", ""Malayalam""]",Accessible workplace preferred,Urban
CAND2026-00206,Undergraduate,B.Com,Commerce,2027,7.1,"[""MS Excel"", ""Accounting"", ""Tally"", ""Financial Analysis""]","[""Finance"", ""Accounting"", ""Banking""]","[""Finance"", ""Banking"", ""Marketing""]","[""Andhra Pradesh""]","[""Vijayawada""]",On-site,2,No prior experience,"[""English"", ""Hindi"", ""Telugu""]",No preference,Rural
CAND2026-00207,Undergraduate,BBA,Business Administration,2028,8.4,"[""MS Excel"", ""Communication"", ""Financial Analysis"", ""Digital Marketing""]","[""Finance"", ""Marketing"", ""HR""]","[""Finance"", ""Marketing"", ""HR"", ""Logistics""]","[""Tamil Nadu""]","[""Madurai""]",Hybrid,3,No prior experience,"[""English"", ""Hindi"", ""Tamil""]",No preference,Rural
CAND2026-00208,Undergraduate,B.Sc.,Agriculture,2026,5.8,"[""Agriculture"", ""Field Survey"", ""Data Collection"", ""MS Excel"", ""Community Engagement"", ""Communication""]","[""Agriculture Technology"", ""Rural Development"", ""Sustainability""]","[""Agriculture"", ""Rural Development"", ""Renewable Energy""]","[""Odisha""]","[""Bhubaneswar""]",Remote,3,Academic project experience,"[""English"", ""Hindi"", ""Odia""]",No preference,Urban
CAND2026-00209,Undergraduate,B.Sc.,Data Science,2027,7.1,"[""Python"", ""SQL"", ""Data Analysis"", ""Power BI"", ""Pandas"", ""MS Excel""]","[""Data Science"", ""Business Intelligence"", ""AI/ML""]","[""Data Science"", ""AI/ML"", ""IT""]","[""Assam"", ""Jharkhand""]","[""Guwahati"", ""Jamshedpur""]",On-site,4,No prior experience,"[""English"", ""Hindi"", ""Assamese""]",No preference,Urban
CAND2026-00210,Undergraduate,BCA,Computer Applications,2028,8.4,"[""Python"", ""JavaScript"", ""SQL"", ""React"", ""MS Excel"", ""Git""]","[""Software Development"", ""IT"", ""Data Science""]","[""Software Development"", ""IT"", ""Data Science""]","[""Karnataka""]","[""Bengaluru""]",Hybrid,6,0-1 internship experience,"[""English"", ""Hindi"", ""Kannada""]",No preference,Urban
CAND2026-00211,Diploma,Diploma,Civil Engineering,2027,8.5,"[""AutoCAD"", ""Site Survey""]","[""Infrastructure"", ""Construction"", ""Urban Development""]","[""Infrastructure"", ""Manufacturing"", ""Renewable Energy""]","[""Uttar Pradesh""]","[""Noida""]",On-site,2,Academic project experience,"[""Hindi"", ""English""]",No preference,Rural
CAND2026-00212,Diploma,Diploma,Electrical Engineering,2028,5.8,"[""Electrical Safety"", ""Solar Energy""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Renewable Energy"", ""Electronics"", ""Telecommunications""]","[""Bihar""]","[""Patna""]",Hybrid,3,No prior experience,"[""Hindi"", ""English""]",No preference,Rural
CAND2026-00213,Undergraduate,BA,Public Administration,2028,8.4,"[""MS Excel"", ""Documentation""]","[""Government"", ""E-Governance"", ""Rural Development""]","[""Government"", ""E-Governance"", ""Rural Development""]","[""Tripura"", ""Madhya Pradesh""]","[""Agartala"", ""Indore""]",Remote,3,No prior experience,"[""Hindi"", ""English"", ""Bengali""]",No preference,Urban
CAND2026-00214,Undergraduate,BA,Social Work,2026,5.8,"[""Field Survey"", ""Community Engagement"", ""Communication"", ""Data Collection""]","[""Rural Development"", ""Education"", ""Healthcare""]","[""Rural Development"", ""Education"", ""Healthcare"", ""Government""]","[""Telangana""]","[""Hyderabad""]",On-site,4,Academic project experience,"[""Hindi"", ""English"", ""Telugu""]",No preference,Urban
CAND2026-00215,Undergraduate,B.Sc.,Nursing,2027,7.1,"[""Patient Support"", ""Documentation"", ""Communication"", ""MS Excel""]","[""Healthcare"", ""Public Health""]","[""Healthcare"", ""Government"", ""Education""]","[""Uttar Pradesh""]","[""Varanasi""]",Hybrid,6,No prior experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-00216,Undergraduate,BA,Tourism,2028,8.4,"[""Customer Service"", ""Communication"", ""Tourism Operations"", ""Content Writing""]","[""Tourism"", ""Hospitality"", ""Marketing""]","[""Tourism"", ""Marketing"", ""Logistics""]","[""Jharkhand""]","[""Ranchi""]",On-site,2,No prior experience,"[""English"", ""Hindi""]",No preference,Rural
CAND2026-00217,Undergraduate,B.Tech,Computer Science,2026,5.8,"[""Python"", ""SQL"", ""Data Analysis"", ""Git""]","[""Data Science"", ""Software Development"", ""AI/ML""]","[""IT"", ""Software Development"", ""Data Science"", ""AI/ML""]","[""Uttarakhand"", ""Kerala""]","[""Dehradun"", ""Kochi""]",Hybrid,3,Academic project experience,"[""English"", ""Hindi""]",Accessible workplace preferred,Rural
CAND2026-00218,Undergraduate,B.Tech,Information Technology,2027,7.1,"[""Python"", ""JavaScript"", ""React"", ""SQL"", ""Networking"", ""Git""]","[""Software Development"", ""Cybersecurity"", ""IT""]","[""Software Development"", ""Cybersecurity"", ""IT""]","[""Maharashtra""]","[""Nagpur""]",Remote,3,No prior experience,"[""English"", ""Hindi"", ""Marathi""]",No preference,Urban
CAND2026-00219,Undergraduate,B.Tech,Artificial Intelligence,2028,8.4,"[""Python"", ""Machine Learning"", ""Pandas"", ""Scikit-learn"", ""Data Analysis"", ""SQL""]","[""AI/ML"", ""Data Science""]","[""AI/ML"", ""Data Science"", ""Software Development""]","[""Gujarat""]","[""Ahmedabad""]",On-site,4,No prior experience,"[""English"", ""Hindi"", ""Gujarati""]",No preference,Urban
CAND2026-00220,Undergraduate,B.Tech,Mechanical Engineering,2026,5.8,"[""AutoCAD"", ""SolidWorks"", ""Manufacturing"", ""Quality Control"", ""MS Excel"", ""Testing""]","[""Manufacturing"", ""Automobile"", ""Infrastructure""]","[""Manufacturing"", ""Automobile"", ""Infrastructure""]","[""Madhya Pradesh""]","[""Indore""]",Hybrid,6,Academic project experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-00221,Undergraduate,B.Tech,Automobile Engineering,2027,7.1,"[""Automobile Engineering"", ""Diagnostics""]","[""Automobile"", ""Manufacturing"", ""Renewable Energy""]","[""Automobile"", ""Manufacturing"", ""Renewable Energy""]","[""Chandigarh"", ""Assam""]","[""Chandigarh"", ""Guwahati""]",On-site,2,0-1 internship experience,"[""English"", ""Hindi"", ""Punjabi""]",No preference,Rural
CAND2026-00222,Undergraduate,B.Tech,Electronics and Communication,2028,8.4,"[""Embedded C"", ""Microcontrollers""]","[""Electronics"", ""Telecommunications"", ""IT""]","[""Electronics"", ""Telecommunications"", ""IT""]","[""Tamil Nadu""]","[""Chennai""]",Hybrid,3,No prior experience,"[""English"", ""Hindi"", ""Tamil""]",No preference,Rural
CAND2026-00223,Undergraduate,B.Tech,Electrical Engineering,2026,5.8,"[""Electrical Safety"", ""Solar Energy""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""West Bengal""]","[""Kolkata""]",Remote,3,Academic project experience,"[""English"", ""Hindi"", ""Bengali""]",No preference,Urban
CAND2026-00224,Undergraduate,B.Com,Commerce,2027,7.1,"[""MS Excel"", ""Accounting"", ""Tally"", ""Financial Analysis""]","[""Finance"", ""Accounting"", ""Banking""]","[""Finance"", ""Banking"", ""Marketing""]","[""Kerala""]","[""Kochi""]",On-site,4,No prior experience,"[""English"", ""Hindi"", ""Malayalam""]",No preference,Urban
CAND2026-00225,Undergraduate,BBA,Business Administration,2028,8.4,"[""MS Excel"", ""Communication"", ""Financial Analysis"", ""Digital Marketing""]","[""Finance"", ""Marketing"", ""HR""]","[""Finance"", ""Marketing"", ""HR"", ""Logistics""]","[""Andhra Pradesh"", ""Tripura""]","[""Vijayawada"", ""Agartala""]",Hybrid,6,No prior experience,"[""English"", ""Hindi"", ""Telugu""]",No preference,Urban
CAND2026-00226,Undergraduate,B.Sc.,Agriculture,2026,5.8,"[""Agriculture"", ""Field Survey"", ""Data Collection"", ""MS Excel""]","[""Agriculture Technology"", ""Rural Development"", ""Sustainability""]","[""Agriculture"", ""Rural Development"", ""Renewable Energy""]","[""Tamil Nadu""]","[""Madurai""]",On-site,2,Academic project experience,"[""English"", ""Hindi"", ""Tamil""]",No preference,Rural
CAND2026-00227,Undergraduate,B.Sc.,Data Science,2027,7.1,"[""Python"", ""SQL"", ""Data Analysis"", ""Power BI""]","[""Data Science"", ""Business Intelligence"", ""AI/ML""]","[""Data Science"", ""AI/ML"", ""IT""]","[""Odisha""]","[""Bhubaneswar""]",Hybrid,3,No prior experience,"[""English"", ""Hindi"", ""Odia""]",No preference,Rural
CAND2026-00228,Undergraduate,BCA,Computer Applications,2028,8.4,"[""Python"", ""JavaScript"", ""SQL"", ""React"", ""MS Excel"", ""Git""]","[""Software Development"", ""IT"", ""Data Science""]","[""Software Development"", ""IT"", ""Data Science""]","[""Assam""]","[""Guwahati""]",Remote,3,No prior experience,"[""English"", ""Hindi"", ""Assamese""]",No preference,Urban
CAND2026-00229,Diploma,Diploma,Civil Engineering,2025,5.5,"[""AutoCAD"", ""Site Survey"", ""MS Excel"", ""Documentation"", ""Project Management"", ""Testing""]","[""Infrastructure"", ""Construction"", ""Urban Development""]","[""Infrastructure"", ""Manufacturing"", ""Renewable Energy""]","[""Karnataka"", ""Jammu and Kashmir""]","[""Bengaluru"", ""Srinagar""]",On-site,4,Academic project experience,"[""Hindi"", ""English"", ""Kannada""]",Accessible workplace preferred,Urban
CAND2026-00230,Diploma,Diploma,Electrical Engineering,2026,6.6,"[""Electrical Safety"", ""Solar Energy"", ""Testing"", ""Troubleshooting"", ""MS Excel"", ""AutoCAD""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Renewable Energy"", ""Electronics"", ""Telecommunications""]","[""Uttar Pradesh""]","[""Noida""]",Hybrid,6,No prior experience,"[""Hindi"", ""English""]",No preference,Urban
CAND2026-00231,Undergraduate,BA,Public Administration,2028,8.4,"[""MS Excel"", ""Documentation""]","[""Government"", ""E-Governance"", ""Rural Development""]","[""Government"", ""E-Governance"", ""Rural Development""]","[""Bihar""]","[""Patna""]",On-site,2,No prior experience,"[""Hindi"", ""English""]",No preference,Rural
CAND2026-00232,Undergraduate,BA,Social Work,2026,5.8,"[""Field Survey"", ""Community Engagement""]","[""Rural Development"", ""Education"", ""Healthcare""]","[""Rural Development"", ""Education"", ""Healthcare"", ""Government""]","[""Tripura""]","[""Agartala""]",Hybrid,3,0-1 internship experience,"[""Hindi"", ""English"", ""Bengali""]",No preference,Rural
CAND2026-00233,Undergraduate,B.Sc.,Nursing,2027,7.1,"[""Patient Support"", ""Documentation""]","[""Healthcare"", ""Public Health""]","[""Healthcare"", ""Government"", ""Education""]","[""Telangana"", ""Himachal Pradesh""]","[""Hyderabad"", ""Shimla""]",Remote,3,No prior experience,"[""English"", ""Hindi"", ""Telugu""]",No preference,Urban
CAND2026-00234,Undergraduate,BA,Tourism,2028,8.4,"[""Customer Service"", ""Communication"", ""Tourism Operations"", ""Content Writing""]","[""Tourism"", ""Hospitality"", ""Marketing""]","[""Tourism"", ""Marketing"", ""Logistics""]","[""Uttar Pradesh""]","[""Varanasi""]",On-site,4,No prior experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-00235,Undergraduate,B.Tech,Computer Science,2026,5.8,"[""Python"", ""SQL"", ""Data Analysis"", ""Git""]","[""Data Science"", ""Software Development"", ""AI/ML""]","[""IT"", ""Software Development"", ""Data Science"", ""AI/ML""]","[""Jharkhand""]","[""Jamshedpur""]",Hybrid,6,Academic project experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-00236,Undergraduate,B.Tech,Information Technology,2027,7.1,"[""Python"", ""JavaScript"", ""React"", ""SQL""]","[""Software Development"", ""Cybersecurity"", ""IT""]","[""Software Development"", ""Cybersecurity"", ""IT""]","[""Uttarakhand""]","[""Dehradun""]",On-site,2,No prior experience,"[""English"", ""Hindi""]",No preference,Rural
CAND2026-00237,Undergraduate,B.Tech,Artificial Intelligence,2028,8.4,"[""Python"", ""Machine Learning"", ""Pandas"", ""Scikit-learn""]","[""AI/ML"", ""Data Science""]","[""AI/ML"", ""Data Science"", ""Software Development""]","[""Maharashtra"", ""Andhra Pradesh""]","[""Nagpur"", ""Visakhapatnam""]",Hybrid,3,No prior experience,"[""English"", ""Hindi"", ""Marathi""]",No preference,Rural
CAND2026-00238,Undergraduate,B.Tech,Mechanical Engineering,2026,5.8,"[""AutoCAD"", ""SolidWorks"", ""Manufacturing"", ""Quality Control"", ""MS Excel"", ""Testing""]","[""Manufacturing"", ""Automobile"", ""Infrastructure""]","[""Manufacturing"", ""Automobile"", ""Infrastructure""]","[""Gujarat""]","[""Ahmedabad""]",Remote,3,Academic project experience,"[""English"", ""Hindi"", ""Gujarati""]",No preference,Urban
CAND2026-00239,Undergraduate,B.Tech,Automobile Engineering,2027,7.1,"[""Automobile Engineering"", ""Diagnostics"", ""AutoCAD"", ""Testing"", ""Electrical Safety""]","[""Automobile"", ""Manufacturing"", ""Renewable Energy""]","[""Automobile"", ""Manufacturing"", ""Renewable Energy""]","[""Madhya Pradesh""]","[""Indore""]",On-site,4,No prior experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-00240,Undergraduate,B.Tech,Electronics and Communication,2028,8.4,"[""Embedded C"", ""Microcontrollers"", ""Networking"", ""PCB Design"", ""Troubleshooting"", ""Arduino""]","[""Electronics"", ""Telecommunications"", ""IT""]","[""Electronics"", ""Telecommunications"", ""IT""]","[""Chandigarh""]","[""Chandigarh""]",Hybrid,6,No prior experience,"[""English"", ""Hindi"", ""Punjabi""]",No preference,Urban
CAND2026-00241,Undergraduate,B.Tech,Electrical Engineering,2026,5.8,"[""Electrical Safety"", ""Solar Energy""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Tamil Nadu"", ""Goa""]","[""Chennai"", ""Panaji""]",On-site,2,Academic project experience,"[""English"", ""Hindi"", ""Tamil""]",Accessible workplace preferred,Rural
CAND2026-00242,Undergraduate,B.Com,Commerce,2027,7.1,"[""MS Excel"", ""Accounting""]","[""Finance"", ""Accounting"", ""Banking""]","[""Finance"", ""Banking"", ""Marketing""]","[""West Bengal""]","[""Kolkata""]",Hybrid,3,No prior experience,"[""English"", ""Hindi"", ""Bengali""]",No preference,Rural
CAND2026-00243,Undergraduate,BBA,Business Administration,2028,8.4,"[""MS Excel"", ""Communication""]","[""Finance"", ""Marketing"", ""HR""]","[""Finance"", ""Marketing"", ""HR"", ""Logistics""]","[""Kerala""]","[""Kochi""]",Remote,3,0-1 internship experience,"[""English"", ""Hindi"", ""Malayalam""]",No preference,Urban
CAND2026-00244,Undergraduate,B.Sc.,Agriculture,2026,5.8,"[""Agriculture"", ""Field Survey"", ""Data Collection"", ""MS Excel""]","[""Agriculture Technology"", ""Rural Development"", ""Sustainability""]","[""Agriculture"", ""Rural Development"", ""Renewable Energy""]","[""Andhra Pradesh""]","[""Vijayawada""]",On-site,4,Academic project experience,"[""English"", ""Hindi"", ""Telugu""]",No preference,Urban
CAND2026-00245,Undergraduate,B.Sc.,Data Science,2027,7.1,"[""Python"", ""SQL"", ""Data Analysis"", ""Power BI""]","[""Data Science"", ""Business Intelligence"", ""AI/ML""]","[""Data Science"", ""AI/ML"", ""IT""]","[""Tamil Nadu"", ""Karnataka""]","[""Madurai"", ""Mysuru""]",Hybrid,6,No prior experience,"[""English"", ""Hindi"", ""Tamil""]",No preference,Urban
CAND2026-00246,Undergraduate,BCA,Computer Applications,2028,8.4,"[""Python"", ""JavaScript"", ""SQL"", ""React""]","[""Software Development"", ""IT"", ""Data Science""]","[""Software Development"", ""IT"", ""Data Science""]","[""Odisha""]","[""Bhubaneswar""]",On-site,2,No prior experience,"[""English"", ""Hindi"", ""Odia""]",No preference,Rural
CAND2026-00247,Diploma,Diploma,Civil Engineering,2027,6.3,"[""AutoCAD"", ""Site Survey"", ""MS Excel"", ""Documentation""]","[""Infrastructure"", ""Construction"", ""Urban Development""]","[""Infrastructure"", ""Manufacturing"", ""Renewable Energy""]","[""Assam""]","[""Guwahati""]",Hybrid,3,Academic project experience,"[""Hindi"", ""English"", ""Assamese""]",No preference,Rural
CAND2026-00248,Diploma,Diploma,Electrical Engineering,2028,7.4,"[""Electrical Safety"", ""Solar Energy"", ""Testing"", ""Troubleshooting"", ""MS Excel"", ""AutoCAD""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Renewable Energy"", ""Electronics"", ""Telecommunications""]","[""Karnataka""]","[""Bengaluru""]",Remote,3,No prior experience,"[""Hindi"", ""English"", ""Kannada""]",No preference,Urban
CAND2026-00249,Undergraduate,BA,Public Administration,2028,8.4,"[""MS Excel"", ""Documentation"", ""Communication"", ""Research"", ""Data Entry"", ""Digital Literacy""]","[""Government"", ""E-Governance"", ""Rural Development""]","[""Government"", ""E-Governance"", ""Rural Development""]","[""Uttar Pradesh"", ""Telangana""]","[""Noida"", ""Warangal""]",On-site,4,No prior experience,"[""Hindi"", ""English""]",No preference,Urban
CAND2026-00250,Undergraduate,BA,Social Work,2026,5.8,"[""Field Survey"", ""Community Engagement"", ""Communication"", ""Data Collection"", ""Documentation"", ""MS Excel""]","[""Rural Development"", ""Education"", ""Healthcare""]","[""Rural Development"", ""Education"", ""Healthcare"", ""Government""]","[""Bihar""]","[""Patna""]",Hybrid,6,Academic project experience,"[""Hindi"", ""English""]",No preference,Urban
CAND2026-00251,Undergraduate,B.Sc.,Nursing,2027,7.1,"[""Patient Support"", ""Documentation""]","[""Healthcare"", ""Public Health""]","[""Healthcare"", ""Government"", ""Education""]","[""Tripura""]","[""Agartala""]",On-site,2,No prior experience,"[""English"", ""Hindi"", ""Bengali""]",No preference,Rural
CAND2026-00252,Undergraduate,BA,Tourism,2028,8.4,"[""Customer Service"", ""Communication""]","[""Tourism"", ""Hospitality"", ""Marketing""]","[""Tourism"", ""Marketing"", ""Logistics""]","[""Telangana""]","[""Hyderabad""]",Hybrid,3,No prior experience,"[""English"", ""Hindi"", ""Telugu""]",No preference,Rural
CAND2026-00253,Undergraduate,B.Tech,Computer Science,2026,5.8,"[""Python"", ""SQL""]","[""Data Science"", ""Software Development"", ""AI/ML""]","[""IT"", ""Software Development"", ""Data Science"", ""AI/ML""]","[""Rajasthan"", ""Maharashtra""]","[""Jaipur"", ""Nagpur""]",Remote,3,Academic project experience,"[""English"", ""Hindi""]",Accessible workplace preferred,Urban
CAND2026-00254,Undergraduate,B.Tech,Information Technology,2027,7.1,"[""Python"", ""JavaScript"", ""React"", ""SQL""]","[""Software Development"", ""Cybersecurity"", ""IT""]","[""Software Development"", ""Cybersecurity"", ""IT""]","[""Jharkhand""]","[""Jamshedpur""]",On-site,4,0-1 internship experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-00255,Undergraduate,B.Tech,Artificial Intelligence,2028,8.4,"[""Python"", ""Machine Learning"", ""Pandas"", ""Scikit-learn""]","[""AI/ML"", ""Data Science""]","[""AI/ML"", ""Data Science"", ""Software Development""]","[""Uttarakhand""]","[""Dehradun""]",Hybrid,6,No prior experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-00256,Undergraduate,B.Tech,Mechanical Engineering,2026,5.8,"[""AutoCAD"", ""SolidWorks"", ""Manufacturing"", ""Quality Control""]","[""Manufacturing"", ""Automobile"", ""Infrastructure""]","[""Manufacturing"", ""Automobile"", ""Infrastructure""]","[""Maharashtra""]","[""Nagpur""]",On-site,2,Academic project experience,"[""English"", ""Hindi"", ""Marathi""]",No preference,Rural
CAND2026-00257,Undergraduate,B.Tech,Automobile Engineering,2027,7.1,"[""Automobile Engineering"", ""Diagnostics"", ""AutoCAD"", ""Testing""]","[""Automobile"", ""Manufacturing"", ""Renewable Energy""]","[""Automobile"", ""Manufacturing"", ""Renewable Energy""]","[""Gujarat"", ""Tamil Nadu""]","[""Ahmedabad"", ""Chennai""]",Hybrid,3,No prior experience,"[""English"", ""Hindi"", ""Gujarati""]",No preference,Rural
CAND2026-00258,Undergraduate,B.Tech,Electronics and Communication,2028,8.4,"[""Embedded C"", ""Microcontrollers"", ""Networking"", ""PCB Design"", ""Troubleshooting"", ""Arduino""]","[""Electronics"", ""Telecommunications"", ""IT""]","[""Electronics"", ""Telecommunications"", ""IT""]","[""Madhya Pradesh""]","[""Indore""]",Remote,3,No prior experience,"[""English"", ""Hindi""]",No preference,Urban
CAND2026-00259,Undergraduate,B.Tech,Electrical Engineering,2026,5.8,"[""Electrical Safety"", ""Solar Energy"", ""AutoCAD"", ""MS Excel"", ""Testing"", ""Microcontrollers""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Renewable Energy"", ""Electronics"", ""Infrastructure""]","[""Chandigarh""]","[""Chandigarh""]",On-site,4,Academic project experience,"[""English"", ""Hindi"", ""Punjabi""]",No preference,Urban
CAND2026-00260,Undergraduate,B.Com,Commerce,2027,7.1,"[""MS Excel"", ""Accounting"", ""Tally"", ""Financial Analysis"", ""Communication"", ""Documentation""]","[""Finance"", ""Accounting"", ""Banking""]","[""Finance"", ""Banking"", ""Marketing""]","[""Tamil Nadu""]","[""Chennai""]",Hybrid,6,No prior experience,"[""English"", ""Hindi"", ""Tamil""]",No preference,Urban
